id,book,page,figure,figure_title,dcode,description,part_no,qty,model,remarks,fits,fits_why
EC-038-01,EC,38,1360A-1,CARBURETOR COMPONENTS,13 717,"PIN, COTTER",1663-23-530,7,,,yes,
EC-038-02,EC,38,1360A-1,CARBURETOR COMPONENTS,13 717A,PIN & WASHER SET,8871-23-530,1,,,yes,
EC-038-03,EC,38,1360A-1,CARBURETOR COMPONENTS,13 781,"BALL, STEEL",0107-13-781,1,,,yes,
EC-038-04,EC,38,1360A-1,CARBURETOR COMPONENTS,23 271,"CHAMBER SET, DIAPHRAGM",N201-23-350,1,,,yes,
EC-038-05,EC,38,1360A-1,CARBURETOR COMPONENTS,23 301A,"WEIGHT, PUMP",3743-23-488,1,,,yes,
EC-038-06,EC,38,1360A-1,CARBURETOR COMPONENTS,23 303A,GASKET,0730-23-318,4,,,yes,
EC-038-07,EC,38,1360A-1,CARBURETOR COMPONENTS,23 304,STRAINER,8871-23-401,2,,,yes,
EC-038-08,EC,38,1360A-1,CARBURETOR COMPONENTS,23 310,"HORN, AIR",N201-23-310,1,'81 & '82 MODELS,,yes,
EC-038-09,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N232-23-310,1,'83 MODEL,,no,'83 model
EC-038-10,EC,38,1360A-1,CARBURETOR COMPONENTS,23 311,"CHAMBER, THROTTLE",N201-23-330,1,'81 & '82 MODELS M/T CAL.,,no,M/T
EC-038-11,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N203-23-330,1,'81 & '82 MODELS M/T FED.,,no,M/T
EC-038-12,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N231-23-330,1,'83 MODEL M/T,,no,'83 M/T
EC-038-13,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N202-23-330,1,'81 & '82 MODELS A/T,,yes,'81 & '82 A/T
EC-038-14,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N232-23-330,1,'83 MODEL A/T,,no,'83 model
EC-038-15,EC,38,1360A-1,CARBURETOR COMPONENTS,23 320,"SPRING SET, RETURN",N201-23-380,1,,,yes,
EC-038-16,EC,38,1360A-1,CARBURETOR COMPONENTS,23 321,"GASKET, FLOAT CHAMBER",N201-23-327,1,,,yes,
EC-038-17,EC,38,1360A-1,CARBURETOR COMPONENTS,23 322,"DIAPHRAGM, CARBURETOR",N201-23-361,1,,,yes,
EC-038-18,EC,38,1360A-1,CARBURETOR COMPONENTS,23 327,SOLENOID,8871-23-411,1,,,yes,
EC-038-19,EC,38,1360A-1,CARBURETOR COMPONENTS,23 328B,"FLOAT SET, FRONT",N201-23-328,1,,,yes,
EC-038-20,EC,38,1360A-1,CARBURETOR COMPONENTS,23 329C,"FLOAT SET, REAR",N201-23-329,1,,,yes,
EC-038-21,EC,38,1360A-1,CARBURETOR COMPONENTS,23 338,"PLUG, CHECK BALL",8826-23-338,1,,,yes,
EC-038-22,EC,38,1360A-1,CARBURETOR COMPONENTS,23 340,"COVER SET, LEVER GAUGE",3743-23-34C,2,,,yes,
EC-038-23,EC,38,1360A-1,CARBURETOR COMPONENTS,23 353,"JET SET, MAIN 1ST",N202-23-421,2,A/T,,yes,A/T
EC-038-24,EC,38,1360A-1,CARBURETOR COMPONENTS,,,1955-23-421,2,M/T,,no,M/T
EC-038-25,EC,38,1360A-1,CARBURETOR COMPONENTS,23 354,PLUG SET,8980-23-354,2,,,yes,
EC-038-26,EC,38,1360A-1,CARBURETOR COMPONENTS,23 357A,"CLAMP, MAIN JET PLUG",8980-23-357,1,'82 MODEL,,yes,'82 model
EC-038-27,EC,38,1360A-1,CARBURETOR COMPONENTS,23 358,"GASKET, FLANGE",8341-23-349,1,,,yes,
EC-038-28,EC,38,1360A-1,CARBURETOR COMPONENTS,23 360B,"PUMP SET, ACCELERATOR",N201-23-360,1,,,yes,
EC-038-29,EC,38,1360A-1,CARBURETOR COMPONENTS,23 366,WASHER,0305-23-356,2,,,yes,
EC-038-30,EC,38,1360A-1,CARBURETOR COMPONENTS,23 371A,"HOLDER SET, RETURN",N201-23-371,1,,,yes,
EC-038-31,EC,38,1360A-1,CARBURETOR COMPONENTS,23 374,"SCREW SET, IDLE ADJUST",N201-23-460,1,,,yes,
EC-038-32,EC,38,1360A-1,CARBURETOR COMPONENTS,23 377A,BRACKET SET,N201-23-370,1,'81 & '82 MODELS M/T,,no,M/T
EC-038-33,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N231-23-370,1,'83 MODEL M/T,,no,'83 M/T
EC-038-34,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N202-23-370,1,'81 & '82 MODELS A/T,,yes,'81 & '82 A/T
EC-038-35,EC,38,1360A-1,CARBURETOR COMPONENTS,,,N232-23-370,1,'83 MODEL A/T,,no,'83 model
EC-038-36,EC,38,1360A-1,CARBURETOR COMPONENTS,23 390,"VALVE SET, FLOAT",N201-23-390,2,,,yes,
EC-038-37,EC,38,1360A-1,CARBURETOR COMPONENTS,23 397,"JET, STEP",N201-23-426,2,,,yes,
EC-038-38,EC,38,1360A-1,CARBURETOR COMPONENTS,23 402A,"JET SET, MAIN 2ND",0222-23-355B,2,,,yes,
EC-039-01,EC,39,1360A-2,CARBURETOR COMPONENTS,23 407,"JET SET, SLOW",3743-23-425,2,,,yes,
EC-039-02,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4081,WASHER,0823-23-402A,1,,,yes,
EC-039-03,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4091,"CONNECTOR SET, FUEL",8871-23-409A,1,,,yes,
EC-039-04,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4201,"LEVER SET, FRONT",1480-23-420,1,'81 & '82 MODELS,,yes,
EC-039-05,EC,39,1360A-2,CARBURETOR COMPONENTS,,,N231-23-420,1,'83 MODEL,,no,'83 model
EC-039-06,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4241,"JET, AIR BLEED 1ST",N201-23-423,2,M/T,,no,M/T
EC-039-07,EC,39,1360A-2,CARBURETOR COMPONENTS,,,N202-23-423,2,A/T,,yes,A/T
EC-039-08,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4251,"JET, SLOW AIR BLEED",0603-23-512,2,M/T,,no,M/T
EC-039-09,EC,39,1360A-2,CARBURETOR COMPONENTS,,,8021-23-351,2,A/T,,yes,A/T
EC-039-10,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4301,"LEVER SET, REAR",N201-23-430,1,'81 & '82 MODELS M/T,,no,M/T
EC-039-11,EC,39,1360A-2,CARBURETOR COMPONENTS,,,N231-23-430,,'83 MODEL M/T,,no,'83 M/T
EC-039-12,EC,39,1360A-2,CARBURETOR COMPONENTS,,,N202-23-430,1,'81 & '82 MODELS A/T,,yes,'81 & '82 A/T
EC-039-13,EC,39,1360A-2,CARBURETOR COMPONENTS,,,N232-23-430,1,'83 MODEL A/T,,no,'83 model
EC-039-14,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4331,"JET, AIR BLEED 2ND",8871-23-424,2,,,yes,
EC-039-15,EC,39,1360A-2,CARBURETOR COMPONENTS,23 434B,"JET, STEP AIR BLEED",8649-23-434,2,,,yes,
EC-039-16,EC,39,1360A-2,CARBURETOR COMPONENTS,23 440,"SCREW SET, THROTTLE ADJUST",N201-23-440,1,,,yes,
EC-039-17,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4521,"NUT, HEXAGON",2090-23-452,1,M/T,,no,M/T
EC-039-18,EC,39,1360A-2,CARBURETOR COMPONENTS,23 480,ROD & LINK SET,N201-23-480,1,,,yes,
EC-039-19,EC,39,1360A-2,CARBURETOR COMPONENTS,23 481,GASKET,0823-23-394,3,,,yes,
EC-039-20,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4901,"NOZZLE SET, ACCELERATOR",N201-23-490,1,,,yes,
EC-039-21,EC,39,1360A-2,CARBURETOR COMPONENTS,23 4921,"JET, AIR BLEED",N201-23-492,1,,,yes,
EC-039-22,EC,39,1360A-2,CARBURETOR COMPONENTS,23 500,"CHOKE SET, SEMI AUTOMATIC",N201-23-500A,1,,,yes,
EC-039-23,EC,39,1360A-2,CARBURETOR COMPONENTS,23 501,"HOLDER, BI-METAL",N201-23-501,1,,,yes,
EC-039-24,EC,39,1360A-2,CARBURETOR COMPONENTS,23 502,BI-METAL SET,N201-23-502A,1,,,yes,
EC-039-25,EC,39,1360A-2,CARBURETOR COMPONENTS,23 509,"PIPE SET, VACUUM",N201-23-509,1,,,yes,
EC-039-26,EC,39,1360A-2,CARBURETOR COMPONENTS,23 534,"CHOKE SET, RETURN",N201-23-503,1,,,yes,
EC-039-27,EC,39,1360A-2,CARBURETOR COMPONENTS,23 5411,PLUG,2183-23-508,1,CAL.,,unclear,CAL. - Calif/Fed emission spec not known
EC-039-28,EC,39,1360A-2,CARBURETOR COMPONENTS,,,1570-23-507,1,FED.,,unclear,FED. - Calif/Fed emission spec not known
EC-039-29,EC,39,1360A-2,CARBURETOR COMPONENTS,24 190,DASH POT,8341-13-215,1,M/T,,no,M/T
EC-040-01,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7141,"STRAP, AIR PUMP",1757-13-714,1,,,yes,
EC-040-02,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7151,V-BELT,1757-13-715,1,,,yes,
EC-040-03,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7171,"HOSE, AIR",1757-13-717,1,,,yes,
EC-040-04,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7181,"HOSE, AIR",1480-13-718A,1,,,yes,
EC-040-05,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7201,"VALVE, AIR CONTROL",N201-13-720,1,CAL.,,unclear,CAL. - Calif/Fed emission spec not known
EC-040-06,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),,,N203-13-720,1,'81 & '82 MODELS FED.,,unclear,FED. - Calif/Fed emission spec not known
EC-040-07,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),,,N231-13-720,1,'83 MODEL FED.,,no,'83 model
EC-040-08,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7241,"GASKET, AIR CONTROL VALVE",N201-13-724,1,,,yes,
EC-040-09,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7251,"HOSE, AIR",N201-13-725,1,,,yes,
EC-040-10,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 726,"CLIP, AIR HOSE",1480-13-726,2,,,yes,
EC-040-11,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 7301,"VALVE, CHECK",1480-13-730,1,,,yes,
EC-040-12,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),13 810,"PUMP, AIR",1757-13-710B,1,,,yes,
EC-040-13,EC,40,1371A-1,EMISSION CONTROLS (AIR PUMP & CONTROL VALVE),23 7131,"PULLEY, AIR PUMP",1757-23-713A,1,,,yes,
EC-041-01,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13100K,"HOSE, VACUUM",9935-10-6999,,A/T BULK QTY.,,yes,A/T
EC-041-02,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13104B,CAP,1010-13-104,1,M/T CAL.,,no,M/T CAL. only
EC-041-03,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,,,3,FED. A/T CAL.,,yes,FED. and A/T CAL. both qty 3
EC-041-04,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),131301,"DIAPHRAGM, SHUTTER VALVE",1480-13-130A,1,,,yes,
EC-041-05,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13130J,"HOSE, AIR",1480-13-727A,1,,,yes,
EC-041-06,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13135,GASKET,N201-13-135,1,CAL.,,unclear,CAL./FED. emission spec of car not known
EC-041-07,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,,N203-13-135,1,FED.,,unclear,CAL./FED. emission spec of car not known
EC-041-08,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),131371,"BOLT, REAMER",1480-13-137A,2,,,yes,
EC-041-09,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),131391,"GASKET, SHUTTER VALVE",1480-13-139B,1,,,yes,
EC-041-10,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13240A,"VALVE, THREE-WAY",1481-13-240A,3,M/T CAL.,,no,M/T CAL. only
EC-041-11,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,,,4,FED. A/T CAL.,,yes,FED. and A/T CAL. both qty 4
EC-041-12,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13240B,"VALVE, THREE-WAY",1482-13-240A,1,,,yes,
EC-041-13,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13241,"BRACKET, ACTUATOR",8871-13-291A,1,,,yes,
EC-041-14,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),132411,BRACKET,1480-13-241A,1,,,yes,
EC-041-15,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),132421,"HOSE, VACUUM",9935-10-4999,,BULK QTY.,,yes,
EC-041-16,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,,9935-10-1999,,M/T CAL. A/T CAL. FED.,,yes,A/T CAL. and FED. both listed
EC-041-17,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13290,ACTUATOR,3648-13-290,1,,,yes,
EC-041-18,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13296,"HOSE, AIR",8871-13-296B,1,,,yes,
EC-041-19,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13650,"PIPE, VACUUM",N201-13-650A,1,,,yes,
EC-041-20,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13650A,"HOSE, AIR",9935-10-4095,6,,,yes,
EC-041-21,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13650B,"HOSE, AIR",9935-10-8999,,BULK QTY.,,yes,
EC-041-22,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13750A,"VALVE, ANTI-AFTERBURN",N201-13-750,1,,,yes,
EC-041-23,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13750J,"TUBE, VACUUM",9935-10-4999,,BULK QTY.,,yes,
EC-041-24,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13755A,"HOSE, AIR",N201-13-755,1,,,yes,
EC-041-25,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13756,"HOSE, AIR",N201-13-756,1,,,yes,
EC-041-26,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13757A,BRACKET,N201-13-757A,1,,,yes,
EC-041-27,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),137781,"TUBE, VACUUM",9935-10-4999,,BULK QTY. M/T CAL. A/T CAL. FED.,,yes,A/T CAL. and FED. both listed
EC-041-28,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),13980B,"VALVE, DELAY",N201-13-980A,1,,,yes,
EC-041-29,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),207701,"VALVE, ALTITUDE COMPENSATOR",N201-20-770A,1,,,yes,
EC-041-30,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,"<A> VALVE, ALTITUDE COMPENSATOR",N249-20-770,1,<A>,,unclear,<A> alternative; marker meaning not stated
EC-041-31,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),207711,GASKET,N201-20-771,1,,,yes,
EC-041-32,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),209501,"VALVE, PURGE",1480-20-950A,1,,,yes,
EC-041-33,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),20950J,"HOSE, AIR",9935-10-8999,,BULK QTY.,,yes,
EC-041-34,EC,41,1380A-1,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),42307A,CAP,0223-42-307,1,M/T,,no,M/T only
EC-042-01,EC,42,1380A-2,EMISSION CONTROLS (EXHAUST SIDE) ('81 & '82 MODELS),,,,,,REFER TO RECALL CAMPAIGN NOS. 23702/2370C FOR EMISSION CONTROL INFO.,yes,
EC-043-01,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13104B,CAP,1010-13-104,2,,,no,'83 model only
EC-043-02,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),131301,"DIAPHRAGM, SHUTTER VALVE",1480-13-130A,1,,,no,'83 model only
EC-043-03,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13130J,"HOSE, AIR",1480-13-727A,1,,,no,'83 model only
EC-043-04,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13135,GASKET,N201-13-135,1,CAL.,,no,'83 model only
EC-043-05,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),,,N203-13-135,1,FED.,,no,'83 model only
EC-043-06,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),131371,"BOLT, REAMER",1480-13-137A,2,,,no,'83 model only
EC-043-07,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),131391,"GASKET, SHUTTER VALVE",1480-13-139B,1,,,no,'83 model only
EC-043-08,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13240A,"VALVE, THREE-WAY",1481-13-240A,5,,,no,'83 model only
EC-043-09,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13241,"BRACKET, ACTUATOR",8871-13-291A,1,,,no,'83 model only
EC-043-10,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),132411,BRACKET,N225-13-241A,1,,,no,'83 model only
EC-043-11,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13290,ACTUATOR,3648-13-290,1,,,no,'83 model only
EC-043-12,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13296,"HOSE, AIR",8871-13-296B,1,,,no,'83 model only
EC-043-13,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13650,"PIPE, VACUUM",N231-13-650C,,BULK QTY.,,no,'83 model only
EC-043-14,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13750A,"VALVE, ANTI-AFTERBURN",N201-13-750,1,,,no,'83 model only
EC-043-15,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13755A,"HOSE, AIR",N201-13-755,1,,,no,'83 model only
EC-043-16,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13756,"HOSE, AIR",N201-13-756,1,,,no,'83 model only
EC-043-17,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13757A,BRACKET,N201-13-757A,1,,,no,'83 model only
EC-043-18,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),13980B,"VALVE, DELAY",N231-13-980,1,,,no,'83 model only
EC-043-19,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),207701,"VALVE, ALTITUDE COMPENSATOR",N201-20-770A,1,,,no,'83 model only
EC-043-20,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),207711,GASKET,N201-20-771,1,,,no,'83 model only
EC-043-21,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),209501,"VALVE, PURGE",1480-20-950A,1,,,no,'83 model only
EC-043-22,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),42307A,CAP,0223-42-307,1,M/T,,no,'83 model only
EC-043-23,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),,,,,,REFER TO RECALL CAMPAIGN NOS. 23702/2370C FOR EMISSION CONTROL INFO.,no,'83 model only
EC-043-24,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),D8P04,"HOSE, AIR",9935-10-4999,,BULK QTY.,,no,'83 model only
EC-043-25,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),,,9935-10-4095,9,,,no,'83 model only
EC-043-26,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),D8P06,"HOSE, AIR",9935-10-6999,,BULK QTY. A/T,,no,'83 model only
EC-043-27,EC,43,1380AA-1,EMISSION CONTROLS (EXHAUST SIDE) ('83 MODEL),D8P08,"HOSE, AIR",9935-10-8999,,BULK QTY.,,no,'83 model only
EC-044-01,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14100,"PUMP, OIL",8501-14-100,1,,,yes,
EC-044-02,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141121,"SHAFT, OIL PUMP",1757-14-112,1,,,yes,
EC-044-03,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141131,"RING, SNAP",0810-14-113,1,,,yes,
EC-044-04,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141171,"BOLT, LOCK",0839-14-117,1,,,yes,
EC-044-05,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141181,"PLATE, MIDDLE",8501-14-118,1,,,yes,
EC-044-06,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141191,KEY,0839-14-119B,3,,,yes,
EC-044-07,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14125,"BOLT, SET",8553-14-125,4,,,yes,
EC-044-08,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14143,"WHEEL, SPROCKET",0839-14-141A,1,,,yes,
EC-044-09,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14151,"CHAIN, OIL PUMP",0839-14-142,1,,,yes,
EC-044-10,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),141711,"GASKET, OIL STRAINER",0810-14-171A,1,,,yes,
EC-044-11,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14240,"STRAINER, OIL",8871-14-160,1,,,yes,
EC-044-12,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),142501,"REGULATOR, PRESSURE",3648-14-250,1,,,yes,
EC-044-13,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14296,"CLIP, OIL TUBE",0730-14-296,4,,,yes,
EC-044-14,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14300J,O-RING,9954-10-1601,2,,,yes,
EC-044-15,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),14310A,"BODY, OIL FILTER",8341-14-310,1,,,yes,
EC-044-16,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146001,"PUMP, METERING OIL",1757-14-600,1,,,yes,
EC-044-17,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146111,"GASKET, METERING OIL",1757-14-611,1,,,yes,
EC-044-18,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146201,"SHAFT, DRIVEN GEAR",0820-14-620A,1,,,yes,
EC-044-19,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146231,"PIN, DRIVEN GEAR",0813-14-623,1,,,yes,
EC-044-20,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146251,"GEAR, DRIVEN",0820-14-625A,1,,,yes,
EC-044-21,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146301,"TUBE, METERING OIL",8871-14-660B,1,,,yes,
EC-044-22,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146401,"TUBE, METERING OIL",8871-14-670B,1,,,yes,
EC-044-23,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146511,"ROD, CONNECTING",8871-14-651,1,,,yes,
EC-044-24,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),146521,"SHIM, ADJUST",1757-14-652,1,(T=1.0),,yes,
EC-044-25,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),23802,"CARTRIDGE, OIL FILTER",B6Y1-14-302,1,,,yes,
EC-044-26,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),,<AN>,N3Y6-14-302,1,,,yes,
EC-044-27,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),238371,O-RING,0730-23-837,2,,,yes,
EC-044-28,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),238441,"LEVER, CONTROL",1757-23-844,1,,,yes,
EC-044-29,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),238451,"SCREW, ADJUST",0820-23-845A,1,,,yes,
EC-044-30,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),238471,NUT,0820-23-847A,1,,,yes,
EC-044-31,EC,44,1400A-1,OIL PUMP & FILTER ('81 & '82 MODELS),238821,"ROTOR SET, OIL PUMP",8501-14-110,2,,,yes,
EC-045-01,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),14100,"PUMP, OIL",8553-14-100,1,,,no,'83 model only
EC-045-02,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),141121,"SHAFT, OIL PUMP",8553-14-112,1,,,no,'83 model only
EC-045-03,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),141131,"RING, SNAP",0810-14-113,1,,,no,'83 model only
EC-045-04,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),141171,"BOLT, LOCK",0839-14-117,1,,,no,'83 model only
EC-045-05,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),141181,"PLATE, MIDDLE",8553-14-118,1,,,no,'83 model only
EC-045-06,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),141191,KEY,0839-14-119B,3,,,no,'83 model only
EC-045-07,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),14125,"BOLT, SET",8553-14-125,4,,,no,'83 model only
EC-045-08,EC,45,1400AA-1,OIL PUMP & FILTER ('83 MODEL),14143,"WHEEL, SPROCKET",0839-14-141A,1,,,no,'83 model only
